id,label,kind,layer,ideology,magnitude,ein,source_url,notes,logo,country,slices,n_slices
uk_labour,UK Labour Party,org,party,demsoc,,,https://en.wikipedia.org/wiki/Labour_Party_(UK),UK opposition party (Corbyn-era left),,UK,rls-germany,1
uspc,US Peace Council,org,veneer,ml,,,https://uspeacecouncil.org/,WPC-affiliated; Roger Harris member,uspc.png,US,latam-solidarity,1
uts,Union Theological Seminary,org,veneer,,,13-1624238,,,,,singham-spine,1
valente,Mónica Valente,person,state,,,,https://www.nodal.am/2025/01/venezuela-delegaciones-internacionales-asisten-a-la-investidura-de-nicolas-maduro/,Secretary of Foro de São Paulo (PT Brazil); attended Maduro inauguration 2025,,Brazil,latam-solidarity,1
venezuela,Venezuela,concept,state,,9,,,Venezuela — foreign-state tie hub,,Venezuela,singham-spine,1
viq,"Rachel Viqueira, MHS",person,state,,1,,https://www.hatueyproject.org/,"Rachel Viqueira, MHS, Epidemiologist || Real epidemiologist; PSL-paper byline re Hatuey",,,afgj-interlock|hatuey,2
vsn,Venezuela Solidarity Network,org,veneer,,,,https://www.venezuelasolidaritynetwork.org/,Coalition (AFGJ/CODEPINK/TFA/WWP); Kaufman-era outgrowth,vsn.png,US,latam-solidarity,1
wathington,Chad Wathington,person,party,,3,,https://confengine.com/user/chad-wathington,Former Director/Treasurer (2017); Involved in genocide denial activities.,,,singham-spine,1
wfdy,World Federation of Democratic Youth,org,party,ml,,,https://en.wikipedia.org/wiki/World_Festival_of_Youth_and_Students,Soviet-lineage organizer of the WFYS series,wfdy.png,,latam-solidarity,1
wfp,Working Families Party,org,veneer,demsoc,,,https://keywiki.org/Rosa_Luxemburg_Stiftung,US political party; Steve Hughes conducted organizing trainings at/for RLS-NYC events,,US,rls-germany,1
wider,Phil Wider,person,party,,7,,https://peoplesforum.org/instructor/phil-wider/,"Director/Treasurer, Justice and Education Fund (EIN 82-4975378), FY2018-FY2022 per IRS Form 990 Schedule O compensation disclosures (Philip Wider, Director/treasurer, $32,667-$56,000/yr); JEF is a Neville Singham/People's Support Foundation grantmaking vehicle described in NYT reporting as part of a CCP-linked funding network.",,,singham-spine,1
xiao,Sheila Xiao,person,party,,5,,https://liberationschool.org/hong-kong-and-china/,"Co-founder/lead organizer, Pivot to Peace; institutional research analyst, Rio Hondo College; chair, ANSWER Coalition LA chapter and former PSL organizer who has collaborated with People's Forum's Manolo De Los Santos on China programming (per NCRI's May 2024 SID4P report).",,,singham-spine,1
ydsa,Young DSA (YDSA),org,veneer,demsoc,,,https://keywiki.org/Rosa_Luxemburg_Stiftung,Youth DSA; RLS-NYC co-sponsored its 'Generation Left' Winter Conference (Feb 2016),,US,rls-germany,1
yee,Amanda Yee,person,party,,1,,https://example.com/source-needed,Liberation News managing editor (PSL paper); BreakThrough News || Co-host of 'The China Report'; Involved in genocide denial activities.,,,hatuey|singham-spine,2
zarif,Mohammad Javad Zarif,person,state,,,,https://www.codepink.org/day_3,Iranian Foreign Minister; met Benjamin/CODEPINK delegation Feb 2019; later named in NIAC litigation discovery,,Iran,iran-network,1
inv_sacp,South African Communist Party (SACP),org,context,ml,,,https://www.plenglish.com/news/2023/02/28/icap-delegation-winds-up-visit-to-south-africa/?page=2,foreign_solidarity (inversion pass). SACP supported ICAP delegation during its Feb 2023 solidarity visit to South Africa. Self-described communist (vanguard) party; Tripartite Alliance member.,,South Africa,rubio-cuba,1
inv_cosatu,COSATU (Congress of South African Trade Unions),org,context,,,,https://www.plenglish.com/news/2023/02/28/icap-delegation-winds-up-visit-to-south-africa/?page=2,"foreign_solidarity (inversion pass). COSATU (South Africa's leading trade union federation) supported ICAP delegation, Feb 2023. Tripartite Alliance member.",,South Africa,rubio-cuba,1
inv_juan_ruiz_rivera_brigade,"""Juan Ruiz Rivera"" Puerto Rican Solidarity Brigade",org,money,,,,https://www.plenglish.com/news/2026/08/04/international-activists-solidarity-acknowledged-in-cuba,"foreign_solidarity (inversion pass). 35th ""Juan Ruiz Rivera"" Puerto Rican solidarity brigade inaugurated at ICAP's Julio Antonio Mella International Camp (Aug 2026); handed over medical supplies, solar panels, and batteries to Artemisa health institutions.",,,rubio-cuba,1
