source,target,relation,layer,confidence,directed,label,source_url,slices,evidence,receipt
afgj,p_national_association_of_human_rights_d,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Human Rights),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_national_immigrant_solidarity_network,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Immigration),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|http://immigrantsolidarity.org/China2017/Article/Article.html|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_national_network_opposing_the_militari,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Anti-war),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_never_again_action,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Immigration/Activism),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_nicaragua_solidarity_fund,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (International Solidarity),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://afgj.org/nicaragua|https://afgj.org/nicanotes-sandino-vive-friends-of-the-atc-delegation-to-nicaragua-feb-13-23-2020|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_o_odham_anti_border_collective,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Indigenous/Immigration),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_orinoco_tribune,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Media),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://orinocotribune.com/|https://orinocotribune.com/about-us-draft/|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_otros_mundos_a_c,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Environmental/Social Justice),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_peace_education,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Education),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_people_helping_people,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Humanitarian),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_philly_thrive,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Environmental Justice),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_poor_people_s_economic_human_rights_ca,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Economic Justice),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_popular_resistance,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Media/Activism),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://popularresistance.org/declaration-of-the-embassy-protection-collective/|https://defendembassyprotectors.org/portfolio/|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_pueblo_sin_fronteras,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Immigration),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_queer_food_foundation,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Food Justice/LGBTQ),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_radical_bloggers_fund,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Media/Funding),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_real_food_generation,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Food Justice),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_real_name_campaign_nola,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Criminal Justice),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_reale_justice_network,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Criminal Justice),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_reconnect_earth,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Environmental),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_red_de_solidaridad,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (International Solidarity),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_refuse_fascism,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Activism),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/non-profit/alliance-for-global-justice/|https://en.wikipedia.org/wiki/Refuse_Fascism|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_return_solidarity,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (International Solidarity),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_reuniting_of_african_descendants_road,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Pan-African),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_solidarity_ignite,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Activism),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_south_bronx_unite,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Environmental Justice),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_splitseed_productions,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Media/Arts),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_stop_mass_incarceration_network,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Criminal Justice),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects | https://www.influencewatch.org/non-profit/alliance-for-global-justice/ | https://www.discoverthenetworks.org/organizations/stop-mass-incarceration-network-smin | https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,"Stop Mass Incarceration Network, Suriname Indigenous Health Fund, Sustainable Nations,",
afgj,p_suriname_indigenous_health_fund,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Health/Indigenous),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_sustainable_nations,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Environmental/Indigenous),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_sustainable_orphanages_for_haitian_you,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Charity),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_ta_ayush,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Peace/Activism),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_taking_black_pride,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (LGBTQ/Cultural),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_the_l_i_c_project,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Community/Arts),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_thompson_house_tucson,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Community Space),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_trans_women_of_color_solidarity_networ,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (LGBTQ),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_ubuntu,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Pan-African/Community),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_unir,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (International Solidarity),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_united_students_against_sweatshops,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Labor/Student),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_upland_grassroots,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Environmental),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_werk_for_peace,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (LGBTQ/Peace),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-interlock|afgj-projects,,
afgj,p_white_noise_collective,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Activism),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
afgj,p_woodbine_education_center,fiscal_sponsor,money,confirmed,yes,fiscal sponsor (Education/Community),https://web.archive.org/web/20250214122517/https://afgj.org/sponsored-projects/fiscally-sponsored-projects/fiscally-sponsored-projects|https://www.influencewatch.org/organization/alliance-for-global-justice/,afgj-projects,,
